DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RO,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RO,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RO,2019,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RO,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RO,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,RS,2021,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SE,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SI,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,SK,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2020,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,TR,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2020,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y30-44,F01_F03,TOT_IN,UK,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2020,7,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,AT,2021,6,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2020,15,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BE,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,BG,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2020,8,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CH,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2020,2,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CY,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2020,14,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,CZ,2021,12,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2020,124,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DE,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2019,15,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2020,15,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,DK,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2020,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EE,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2020,10,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EL,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2018,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2020,44,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,ES,2021,62,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2016,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2017,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2018,44,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2019,59,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2020,451,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,M,Y45-64,F01_F03,TOT_IN,EU27_2020,2021,,
